24,"Saturday, 3 September (2:10 pm) ",Western Bulldogs 15.17 (107) ,def. ,Fremantle 8.13 (61) ,"Etihad Stadium (crowd: 18,128) "
24,"Saturday, 3 September (4:10 pm) ",Sydney 18.11 (119) ,def. ,Brisbane Lions 9.13 (67) ,"SCG (crowd: 27,721) "
24,"Saturday, 3 September (5:10 pm) ",West Coast 22.13 (145) ,def. ,Adelaide 7.8 (50) ,"Patersons Stadium (crowd: 36,062) "
24,"Saturday, 3 September (7:10 pm) ",Carlton 9.12 (66) ,def. by ,St Kilda 13.8 (86) ,"MCG (crowd: 55,606) "
24,"Sunday, 4 September (2:40 pm) ",Port Adelaide 17.10 (112) ,def. ,Melbourne 15.14 (104) ,"Adelaide Oval (crowd: 29,340) "
24,"Sunday, 4 September (4:40 pm) ",Richmond 13.13 (91) ,def. by ,North Melbourne 15.14 (104) ,"Etihad Stadium (crowd: 32,890) "
,,,,,
FW1,"Saturday, 10 September (2:20 pm) ",Collingwood 12.10 (82) ,def. ,West Coast 9.8 (62) ,"MCG (crowd: 67,379) "
FW1,"Friday, 9 September (7:45 pm) ",Geelong 14.14 (98) ,def. ,Hawthorn 9.13 (67) ,"MCG (crowd: 73,400) "
FW1,"Sunday, 11 September (2:20 pm) ",Carlton 21.23 (149) ,def. ,Essendon 13.9 (87) ,"MCG (crowd: 90,161) "
FW1,"Saturday, 10 September (7:20 pm) ",St Kilda 8.9 (57) ,def. by ,Sydney 12.10 (82) ,"Etihad Stadium (crowd: 39,205) "
,,,,,
FW2,"Friday, 16 September (7:45 pm) ",Hawthorn 19.8 (122) ,def. ,Sydney 13.8 (86) ,"MCG (crowd: 55,198) "
FW2,"Saturday, 17 September (5:50 pm) ",West Coast 15.11 (101) ,def. ,Carlton 15.8 (98) ,"Patersons Stadium (crowd: 42,803) "
,,,,,
FW3,"Friday, 23 September (7:45 pm) ",Collingwood 10.8 (68) ,def. ,Hawthorn 9.11 (65) ,"MCG (crowd: 87,112) "
FW3,"Saturday, 24 September (2:20 pm) ",Geelong 17.15 (117) ,def. ,West Coast 10.9 (69) ,"MCG (crowd: 59,455) "
,,,,,
GF,"Saturday, 1 October 2:30pm ",Collingwood 12.9 (81),def. by ,Geelong 18.11 (119),"MCG (Crowd: 99,537) "
