,,,,,,
23,"Friday, 29 August (7:50 pm)",Collingwood 8.8 (56),def. by,Hawthorn 18.13 (121),"MCG (crowd: 48,973)",Match report
23,"Saturday, 30 August (1:45 pm)",Carlton 14.6 (90),drew with,Essendon 13.12 (90),"MCG (crowd: 56,658)",Match report
23,"Saturday, 30 August (1:10 pm)",Fremantle 16.9 (105),def.,Port Adelaide 14.13 (97),"Patersons Stadium(crowd: 38,290)",Match report
23,"Saturday, 30 August (4:40 pm)",Sydney 9.11 (65),def. by,Richmond 10.8 (68),"ANZ Stadium (crowd: 31,227)",Match report
23,"Saturday, 30 August (7:40 pm)",Geelong 21.17 (143),def.,Brisbane Lions 12.9 (81),"Simonds Stadium(crowd: 24,659)",Match report
23,"Saturday, 30 August (7:40 pm)",North Melbourne 19.9 (123),def.,Melbourne 14.9 (93),"Etihad Stadium(crowd: 17,174)",Match report
23,"Sunday, 31 August (1:10 pm)",Gold Coast 15.9 (99),def. by,West Coast 23.13 (151),"Metricon Stadium(crowd: 11,840)",Match report
23,"Sunday, 31 August (2:50 pm)",Adelaide 22.9 (141),def.,St Kilda 9.8 (62),"Adelaide Oval (crowd: 44,969)",Match report
23,"Sunday, 31 August (4:40 pm)",Western Bulldogs 15.19 (109),def. by,Greater Western Sydney18.7 (115),"Etihad Stadium(crowd: 14,725)",Match report
,,,,,,
FW1,"Friday, 5 September (7:50pm)", Hawthorn 15.14 (104),def.,Geelong 10.8 (68),"MCG (crowd: 74,753)",Match report
FW1,"Saturday, 6 September (2:45pm)",Sydney 13.15 (93),def.,Fremantle 10.9 (69),"ANZ Stadium (crowd: 35,998)",Match report
FW1,"Saturday, 6 September (7:15pm)",North Melbourne 14.9 (93),def.,Essendon 12.9 (81),"MCG (crowd: 78,559)",Match report
FW1,"Sunday, 7 September (2:50pm)",Port Adelaide 20.12 (132),def.,Richmond 11.9 (75),"Adelaide Oval (crowd: 50,618)",Match report
,,,,,,
FW2,"Friday, 12 September (7.50pm)",Geelong 13.14 (92),def. by,North Melbourne 14.14 (98),"MCG (crowd: 65,963)",Match report
FW2,"Saturday, 13 September (5.45pm)",Fremantle 11.17 (83),def. by,Port Adelaide 15.15 (105),"Patersons Stadium(crowd: 42,338)",Match report
,,,,,,
FW3,"Friday, 19 September (7.50pm)",Sydney 19.22 (136),def.,North Melbourne 9.11 (65),"ANZ Stadium (crowd: 48,029)",Match report
FW3,"Saturday, 20 September (4.45pm)",Hawthorn 15.7 (97),def.,Port Adelaide 13.16 (94),"MCG (crowd: 74,856)",Match report
,,,,,,
GF,"Saturday, 27 September (2:30 pm)",Sydney 11.8 (74),def. by,Hawthorn 21.11 (137),"MCG (crowd: 99,454)",Match report
